Date,Time,Error Type,Error Detail
2019-03-16,1036,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-16,1044,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-17,0151,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-17,1112,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-17,1650,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-17,2302,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-18,0827,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-18,1035,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-18,1107,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-03-18,1144,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-03-18,1442,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-18,1647,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-18,1802,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-19,0429,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-19,0619,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-19,0805,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-19,0957,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-19,1142,dbService Error,Unable to associate user UID with OIDC code
2019-03-19,1550,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-03-19,2353,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-20,1410,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-20,1507,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-20,1744,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-21,0513,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-21,0610,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-21,1530,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-21,1738,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,0048,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,0138,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,0707,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,0711,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,0917,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-22,0951,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-22,1123,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,1123-2,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,1145,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,1553,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,1735,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-22,2039,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-24,0117,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-24,0125,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-24,1602,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-24,1923,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-24,2343,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-03-25,1147,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-26,1150,dbService Error,Unable to associate user UID with OIDC code
2019-03-26,1219,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-26,1430,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-26,1430-2,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-27,0000,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-27,0804,dbService Error,Unable to associate user UID with OIDC code
2019-03-27,1704,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-28,1055,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-29,1126,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-29,1154,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-29,1159,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-29,1203,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-29,1400,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-03,1436,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-03,1436-2,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-03,1436-3,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-03,1437,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-03,1438,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-03,1439,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-03,1710,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-04,1635,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-04,2024,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-05,1031,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-05,1033,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-08,1241,dbService Error,Unable to associate user UID with OIDC code
2019-04-08,1708,dbService Error,Unable to associate user UID with OIDC code
2019-04-10,0042,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-10,1240,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-12,1206,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-04-12,1745,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-04-12,1813,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-04-12,1813-2,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-04-12,1813-3,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-04-12,2123,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-04-12,2125,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-04-13,2130,dbService Error,Unable to associate user UID with OIDC code
2019-04-14,1329,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-17,1056,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-17,1059,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-17,1130,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-17,1130-2,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-18,0647,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2019-04-18,1505,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-18,1531,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1530,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1530-2,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1602,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1653,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1653-2,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1653-3,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1653-4,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1653-5,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1654,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1654-2,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1654-3,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1654-4,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1654-5,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1654-6,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1654-7,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1655,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1655-2,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,1655-3,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-22,1109,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-04-22,1152,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-22,2303,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-04-24,0949,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-25,1349,dbService Error,Unable to associate user UID with OIDC code
2019-04-25,2316,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-04-26,0253,dbService Error,Unable to associate user UID with OIDC code
2019-04-26,1109,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-26,1611,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-04-26,1627,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-04-26,1627-2,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-04-26,1906,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-26,1910,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-27,2259,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-04-29,0918,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-29,1152,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-29,1441,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-29,1441-2,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-29,1441-3,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-29,1452,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-29,1454,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-29,1458,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-29,1459,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-29,1513,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-01,0152,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-01,0947,dbService Error,Unable to associate user UID with OIDC code
2019-05-03,0154,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-03,0925,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-03,1359,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-03,1414,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-03,1414-2,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-03,1415,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-05,0945,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-05-06,1312,dbService Error,Unable to associate user UID with OIDC code
2019-05-07,0850,dbService Error,Unable to associate user UID with OIDC code
2019-05-07,1205,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-07,1338,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-07,1338-2,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-07,1340,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-07,1341,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-07,1343,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-07,1354,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-07,1359,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-07,1500,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-07,1534,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-07,1711,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-07,1751,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-08,1252,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-08,1253,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-08,1254,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-08,1551,dbService Error,Unable to associate user UID with OIDC code
2019-05-09,0052,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-09,2017,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-05-10,0917,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-10,0921,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-10,1132,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-13,1111,dbService Error,Unable to associate user UID with OIDC code
2019-05-13,1526,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-13,1552,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-13,1557,dbService Error,Unable to associate user UID with OIDC code
2019-05-16,1925,dbService Error,Unable to associate user UID with OIDC code
2019-05-17,1726,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-17,1842,dbService Error,Unable to associate user UID with OIDC code
2019-05-20,0734,dbService Error,Unable to associate user UID with OIDC code
2019-05-20,1028,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-20,1531,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,1952,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,1953,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,1953-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,1953-3,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,1953-4,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,1954,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,1954-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,1955,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,1955-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,1958,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,2001,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,2005,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,2005-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,2005-3,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,2007,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,2007-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,2015,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,2016,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,2235,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-22,1119,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-22,1119-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-22,1247,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-22,1318,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-22,1320,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-22,1817,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-22,1818,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-23,0955,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-23,1644,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-24,1404,dbService Error,Unable to associate user UID with OIDC code
2019-05-24,1448,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-24,1449,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-24,1449-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-24,1450,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-24,1450-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-24,1451,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-24,1455,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-24,1500,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-24,1502,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-27,1034,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-28,1058,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1050,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1051,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1052,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1054,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1229,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1231,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1246,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1301,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1302,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1307,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1308,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1308-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1309,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1309-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1352,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1352-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1353,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1354,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1355,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1355-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1356,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1403,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,1422,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,2247,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,0907,dbService Error,Unable to associate user UID with OIDC code
2019-05-30,1029,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1217,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1217-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1217-3,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1225,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1230,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1236,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1237,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1437,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1437-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1439,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1444,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1445,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1447,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1449,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1507,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,1511,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,2014,dbService Error,Unable to associate user UID with OIDC code
2019-05-31,1344,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-31,1344-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-31,1349,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-01,1103,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-01,2323,dbService Error,Unable to associate user UID with OIDC code
2019-06-03,0204,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,0412,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,0514,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,0514-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,0850,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,0850-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,0856,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,0856-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,0930,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,1120,dbService Error,Unable to associate user UID with OIDC code
2019-06-04,0059,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-04,1432,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-04,1433,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-04,1650,dbService Error,Unable to associate user UID with OIDC code
2019-06-05,0642,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-05,0858,dbService Error,Unable to associate user UID with OIDC code
2019-06-05,1213,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-05,1213-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-05,1219,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-05,1219-2,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-05,1221,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-05,1401,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-05,1416,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-05,1417,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,0933,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,0937,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,0938,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,0943,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,0951,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,1109,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
