Date,Error Type,Error Detail
2019-03-14,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-03-14,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-14,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-15,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-15,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-15,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-15,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-15,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-15,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-16,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-17,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-17,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-17,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-17,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-18,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-03-18,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-18,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-18,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-18,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-03-18,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-18,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-19,dbService Error,Unable to associate user UID with OIDC code
2019-03-19,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-19,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-19,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-19,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-03-20,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-20,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-21,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-21,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-21,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-22,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-24,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-24,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-24,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-24,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-24,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-03-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-26,dbService Error,Unable to associate user UID with OIDC code
2019-03-26,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-26,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-27,dbService Error,Unable to associate user UID with OIDC code
2019-03-27,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-27,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-28,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-03,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-03,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-03,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-03,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-05,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-08,dbService Error,Unable to associate user UID with OIDC code
2019-04-08,dbService Error,Unable to associate user UID with OIDC code
2019-04-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-12,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-04-12,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-04-12,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-04-13,dbService Error,Unable to associate user UID with OIDC code
2019-04-14,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-17,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-18,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2019-04-18,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-19,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-22,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-04-22,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-04-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-24,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-25,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-04-25,dbService Error,Unable to associate user UID with OIDC code
2019-04-26,dbService Error,Unable to associate user UID with OIDC code
2019-04-26,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-26,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-04-26,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-04-26,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-27,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-04-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-04-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-01,dbService Error,Unable to associate user UID with OIDC code
2019-05-01,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-03,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-03,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-03,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-05,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-05-06,dbService Error,Unable to associate user UID with OIDC code
2019-05-07,dbService Error,Unable to associate user UID with OIDC code
2019-05-07,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-07,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-08,dbService Error,Unable to associate user UID with OIDC code
2019-05-08,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-08,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-05-09,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-09,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-05-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-13,dbService Error,Unable to associate user UID with OIDC code
2019-05-13,dbService Error,Unable to associate user UID with OIDC code
2019-05-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-05-16,dbService Error,Unable to associate user UID with OIDC code
2019-05-17,dbService Error,Unable to associate user UID with OIDC code
2019-05-17,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-20,dbService Error,Unable to associate user UID with OIDC code
2019-05-20,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-20,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-21,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-22,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-22,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-22,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-23,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-23,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-24,dbService Error,Unable to associate user UID with OIDC code
2019-05-24,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-24,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-27,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-28,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-29,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,dbService Error,Unable to associate user UID with OIDC code
2019-05-30,dbService Error,Unable to associate user UID with OIDC code
2019-05-30,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-30,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-31,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-05-31,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-01,dbService Error,Unable to associate user UID with OIDC code
2019-06-01,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,dbService Error,Unable to associate user UID with OIDC code
2019-06-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-04,dbService Error,Unable to associate user UID with OIDC code
2019-06-04,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-04,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-05,dbService Error,Unable to associate user UID with OIDC code
2019-06-05,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-05,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-05,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-06,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-07,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-09,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-10,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-10,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-10,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-12,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-12,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-12,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-13,dbService Error,Unable to associate user UID with OIDC code
2019-06-13,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-13,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-14,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-14,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-15,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-16,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-18,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-18,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-19,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-19,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-19,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-20,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-20,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-20,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-21,dbService Error,Unable to associate user UID with OIDC code
2019-06-21,dbService Error,Unable to associate user UID with OIDC code
2019-06-21,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-21,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-22,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-23,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-23,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-25,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-06-25,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-25,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-25,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-26,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-26,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-26,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-27,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-29,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-06-30,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-02,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-03,dbService Error,Unable to associate user UID with OIDC code
2019-07-03,dbService Error,Unable to associate user UID with OIDC code
2019-07-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-08,dbService Error,Unable to associate user UID with OIDC code
2019-07-08,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-08,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-09,dbService Error,Unable to associate user UID with OIDC code
2019-07-09,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-09,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-09,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-10,dbService Error,Unable to associate user UID with OIDC code
2019-07-10,dbService Error,Unable to associate user UID with OIDC code
2019-07-11,dbService Error,Unable to associate user UID with OIDC code
2019-07-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-14,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-14,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-14,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-15,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-15,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-16,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-16,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-18,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-18,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-19,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-21,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-21,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-23,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-23,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-25,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-25,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-26,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-26,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-29,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-29,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-30,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-30,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-07-31,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-01,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-01,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-01,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-01,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-01,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-01,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-01,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-01,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-02,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-02,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-02,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-02,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-03,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-04,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-04,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-04,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-04,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-05,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-05,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-06,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-06,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-06,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-07,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-09,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-09,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-09,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-11,dbService Error,Unable to associate user UID with OIDC code
2019-08-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-11,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-12,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-12,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-13,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-08-13,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-14,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-08-14,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-14,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-14,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-15,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-15,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-15,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-16,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-16,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-17,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-19,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-20,dbService Error,Unable to associate user UID with OIDC code
2019-08-20,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-20,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-21,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-21,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-22,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-22,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-22,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-23,dbService Error,Unable to associate user UID with OIDC code
2019-08-24,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-26,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-27,OA4MP OIDC authz endpoint error,STATUS_CREATE_TRANSACTION_FAILED
2019-08-28,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-08-29,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-08-29,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-08-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-08-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-01,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
