Date,Error Type,Error Detail
2018-10-11,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2018-10-12,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-14,dbService Error,STATUS_TRANSACTION_NOT_FOUND
2018-10-17,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2018-10-17,OA4MP OIDC authz endpoint error,The client with identifier REDACTED cannot be found.  Is the value in the client config correct?
2018-10-18,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-10-18,OA4MP OIDC authz endpoint error,The client with identifier REDACTED cannot be found.  Is the value in the client config correct?
2018-10-19,OA4MP OIDC authz endpoint error,The client with identifier REDACTED cannot be found.  Is the value in the client config correct?
2018-10-19,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-19,OA4MP OIDC authz endpoint error,The client with identifier REDACTED cannot be found.  Is the value in the client config correct?
2018-10-19,OA4MP OIDC authz endpoint error,The client with identifier REDACTED cannot be found.  Is the value in the client config correct?
2018-10-20,dbService Error,STATUS_TRANSACTION_NOT_FOUND
2018-10-21,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2018-10-21,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-21,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-21,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2018-10-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-23,dbService Error,Unable to associate user UID with OIDC code
2018-10-23,dbService Error,Unable to associate user UID with OIDC code
2018-10-23,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-23,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-23,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-24,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-10-24,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-26,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2018-10-26,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-10-29,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2018-10-29,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2018-10-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-10-31,dbService Error,Unable to associate user UID with OIDC code
2018-11-01,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2018-11-01,dbService Error,Unable to associate user UID with OIDC code
2018-11-01,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2018-11-01,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-01,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-01,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-01,OA4MP OIDC authz endpoint error,Error parsing URI REDACTED
2018-11-01,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2018-11-01,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-01,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-02,dbService Error,Unable to associate user UID with OIDC code
2018-11-02,dbService Error,Unable to associate user UID with OIDC code
2018-11-02,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-05,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2018-11-06,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2018-11-06,dbService Error,Unable to associate user UID with OIDC code
2018-11-07,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-12,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-11-13,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2018-11-13,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-11-13,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-11-13,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-19,dbService Error,Unable to associate user UID with OIDC code
2018-11-19,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-19,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-21,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-21,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-25,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-26,dbService Error,Unable to associate user UID with OIDC code
2018-11-26,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2018-11-28,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-29,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-11-29,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-11-29,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-11-29,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-11-29,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-11-29,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-11-29,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2018-11-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-11-29,OA4MP OIDC authz endpoint error,Error parsing URI REDACTED
2018-11-30,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-11-30,OA4MP OIDC authz endpoint error,Error parsing URI REDACTED
2018-12-03,dbService Error,Unable to associate user UID with OIDC code
2018-12-03,dbService Error,Unable to associate user UID with OIDC code
2018-12-03,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-04,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2018-12-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-06,dbService Error,Unable to associate user UID with OIDC code
2018-12-06,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-07,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2018-12-07,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-11,dbService Error,Unable to associate user UID with OIDC code
2018-12-11,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-12,dbService Error,Unable to associate user UID with OIDC code
2018-12-12,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-13,dbService Error,Unable to associate user UID with OIDC code
2018-12-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-14,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-14,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-14,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-14,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-17,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2018-12-18,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-20,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2018-12-20,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2018-12-21,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2018-12-21,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2018-12-22,dbService Error,Unable to associate user UID with OIDC code
2018-12-24,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2018-12-26,dbService Error,Unable to associate user UID with OIDC code
2019-01-03,dbService Error,Unable to associate user UID with OIDC code
2019-01-07,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2019-01-08,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-09,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-09,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-10,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-14,dbService Error,Unable to associate user UID with OIDC code
2019-01-14,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-14,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-17,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-17,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-17,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-17,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-19,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-01-21,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-23,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-23,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-23,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-23,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-23,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-23,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-23,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-24,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-28,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-01-28,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-29,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-01-29,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-30,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-01-30,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-30,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-01-30,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-01,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-02-01,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-02-01,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-01,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-01,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-04,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-02-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-04,dbService Error,Unable to associate user UID with OIDC code
2019-02-04,dbService Error,Unable to associate user UID with OIDC code
2019-02-04,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-04,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-05,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-05,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-02-05,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-05,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-05,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-06,dbService Error,Unable to associate user UID with OIDC code
2019-02-06,dbService Error,Unable to associate user UID with OIDC code
2019-02-06,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-06,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-07,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-02-07,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-08,dbService Error,Unable to associate user UID with OIDC code
2019-02-12,dbService Error,Unable to associate user UID with OIDC code
2019-02-12,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-12,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-12,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-12,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-12,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-12,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-12,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-12,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-02-13,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-02-13,dbService Error,Unable to associate user UID with OIDC code
2019-02-13,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-14,dbService Error,Unable to associate user UID with OIDC code
2019-02-15,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-15,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-15,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-17,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-17,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-18,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-19,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-19,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-19,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-19,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-19,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-19,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-20,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-21,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-21,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-21,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-21,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-21,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-21,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-21,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-02-21,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-22,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-22,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-22,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-23,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-24,dbService Error,Unable to associate user UID with OIDC code
2019-02-25,dbService Error,Unable to associate user UID with OIDC code
2019-02-25,dbService Error,Unable to associate user UID with OIDC code
2019-02-25,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-26,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-02-26,dbService Error,Unable to associate user UID with OIDC code
2019-02-26,dbService Error,Unable to associate user UID with OIDC code
2019-02-26,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-26,Failure in /secure/getuser/,STATUS_INTERNAL_ERROR
2019-02-26,Failure in /secure/getuser/,STATUS_INTERNAL_ERROR
2019-02-26,Failure in /secure/getuser/,STATUS_INTERNAL_ERROR
2019-02-26,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-02-27,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-27,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-27,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-02-27,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-27,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-27,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-02-28,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-28,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-02-28,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-01,dbService Error,Unable to associate user UID with OIDC code
2019-03-03,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-03,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-03-03,OA4MP OIDC authz endpoint error,The client with identifier REDACTED has not been approved. Request rejected. Please contact your administrator.
2019-03-05,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-06,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-07,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-07,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-07,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-08,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-08,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-08,OA4MP OIDC authz endpoint error,Error parsing URI REDACTED
2019-03-08,OA4MP OIDC authz endpoint error,Unknown client: REDACTED cannot be found.  Is the value in the client config correct?
2019-03-11,dbService Error,Unable to associate user UID with OIDC code
2019-03-11,dbService Error,Unable to associate user UID with OIDC code
2019-03-11,dbService Error,Unable to associate user UID with OIDC code
2019-03-11,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-12,dbService Error,Unable to associate user UID with OIDC code
2019-03-12,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-12,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2019-03-12,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2019-03-12,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-12,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-12,OA4MP OIDC authz endpoint error,The given redirect REDACTED is not valid for this client
2019-03-13,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2019-03-13,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-03-13,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
