Date,Shibboleth ErrorText
2019-06-10,SAML response reported an IdP error.
2019-06-11,Invalid HTTP method (GET).
2019-06-11,Invalid HTTP method (GET).
2019-06-11,Invalid HTTP method (GET).
2019-06-11,SAML response reported an IdP error.
2019-06-13,None of the configured SessionInitiators handled the request.
2019-06-14,None of the configured SessionInitiators handled the request.
2019-06-15,Invalid HTTP method (GET).
2019-06-15,Invalid HTTP method (GET).
2019-06-17,Invalid HTTP method (GET).
2019-06-17,SAML response reported an IdP error.
2019-06-18,Invalid HTTP method (GET).
2019-06-19,SAML response reported an IdP error.
2019-06-20,Rejecting replayed message ID.
2019-06-23,Invalid HTTP method (GET).
2019-06-23,None of the configured SessionInitiators handled the request.
2019-06-25,None of the configured SessionInitiators handled the request.
2019-06-25,None of the configured SessionInitiators handled the request.
2019-06-25,SAML response reported an IdP error.
2019-06-25,SAML response reported an IdP error.
2019-06-25,SAML response reported an IdP error.
2019-06-26,Attempt to spoof header (REMOTE_USER) was detected.
2019-06-26,Attempt to spoof header (REMOTE_USER) was detected.
2019-06-27,None of the configured SessionInitiators handled the request.
2019-06-27,None of the configured SessionInitiators handled the request.
2019-06-27,SAML response reported an IdP error.
2019-06-27,SAML response reported an IdP error.
2019-06-27,SAML response reported an IdP error.
2019-06-27,SAML response reported an IdP error.
2019-06-28,None of the configured SessionInitiators handled the request.
2019-06-28,None of the configured SessionInitiators handled the request.
2019-07-01,None of the configured SessionInitiators handled the request.
2019-07-03,Invalid HTTP method (GET).
2019-07-03,None of the configured SessionInitiators handled the request.
2019-07-05,Invalid HTTP method (GET).
2019-07-05,None of the configured SessionInitiators handled the request.
2019-07-05,None of the configured SessionInitiators handled the request.
2019-07-05,None of the configured SessionInitiators handled the request.
2019-07-05,SAML response reported an IdP error.
2019-07-06,None of the configured SessionInitiators handled the request.
2019-07-06,None of the configured SessionInitiators handled the request.
2019-07-07,None of the configured SessionInitiators handled the request.
2019-07-07,None of the configured SessionInitiators handled the request.
2019-07-07,Rejecting replayed message ID.
2019-07-08,None of the configured SessionInitiators handled the request.
2019-07-08,None of the configured SessionInitiators handled the request.
2019-07-08,Target resource was not an absolute URL.
2019-07-10,Invalid HTTP method (GET).
2019-07-10,Invalid HTTP method (GET).
2019-07-10,Invalid HTTP method (GET).
2019-07-10,Invalid HTTP method (GET).
2019-07-10,Invalid HTTP method (GET).
2019-07-10,Invalid HTTP method (GET).
2019-07-10,Invalid HTTP method (GET).
2019-07-12,Invalid HTTP method (GET).
2019-07-12,Invalid HTTP method (GET).
2019-07-12,Invalid HTTP method (GET).
2019-07-12,None of the configured SessionInitiators handled the request.
2019-07-12,None of the configured SessionInitiators handled the request.
2019-07-13,Invalid HTTP method (GET).
2019-07-16,None of the configured SessionInitiators handled the request.
2019-07-16,Target resource was not an absolute URL.
2019-07-18,Invalid HTTP method (GET).
2019-07-18,None of the configured SessionInitiators handled the request.
2019-07-18,None of the configured SessionInitiators handled the request.
2019-07-18,None of the configured SessionInitiators handled the request.
2019-07-18,None of the configured SessionInitiators handled the request.
2019-07-19,Rejecting replayed message ID.
2019-07-20,SAML response reported an IdP error.
2019-07-22,"Message expired, was issued too long ago."
2019-07-22,Rejecting replayed message ID.
2019-07-22,Rejecting replayed message ID.
2019-07-22,Rejecting replayed message ID.
2019-07-22,Rejecting replayed message ID.
2019-07-23,Invalid HTTP method (GET).
2019-07-24,Invalid HTTP method (GET).
2019-07-24,Invalid HTTP method (GET).
2019-07-24,Invalid HTTP method (GET).
2019-07-24,Invalid HTTP method (GET).
2019-07-24,Invalid HTTP method (GET).
2019-07-24,Invalid HTTP method (GET).
2019-07-24,Invalid HTTP method (GET).
2019-07-24,Invalid HTTP method (GET).
2019-07-24,Invalid HTTP method (GET).
2019-07-24,None of the configured SessionInitiators handled the request.
2019-07-24,None of the configured SessionInitiators handled the request.
2019-07-24,None of the configured SessionInitiators handled the request.
2019-07-24,None of the configured SessionInitiators handled the request.
2019-07-25,Invalid HTTP method (GET).
2019-07-25,Invalid HTTP method (GET).
2019-07-25,Invalid HTTP method (GET).
2019-07-25,Invalid HTTP method (GET).
2019-07-26,None of the configured SessionInitiators handled the request.
2019-07-26,None of the configured SessionInitiators handled the request.
2019-07-29,Invalid HTTP method (GET).
2019-07-29,Invalid HTTP method (GET).
2019-07-29,None of the configured SessionInitiators handled the request.
2019-07-30,Request missing SAMLRequest or SAMLResponse form parameter.
2019-07-31,Invalid HTTP method (GET).
2019-07-31,Invalid HTTP method (GET).
2019-07-31,"Message was signed, but signature could not be verified."
2019-07-31,"Message was signed, but signature could not be verified."
2019-07-31,"Message was signed, but signature could not be verified."
2019-07-31,None of the configured SessionInitiators handled the request.
2019-08-01,Invalid HTTP method (GET).
2019-08-01,None of the configured SessionInitiators handled the request.
2019-08-03,Invalid HTTP method (GET).
2019-08-03,None of the configured SessionInitiators handled the request.
2019-08-03,None of the configured SessionInitiators handled the request.
2019-08-04,"Message expired, was issued too long ago."
2019-08-07,Invalid HTTP method (GET).
2019-08-07,Invalid HTTP method (GET).
2019-08-07,"Message was signed, but signature could not be verified."
2019-08-07,None of the configured SessionInitiators handled the request.
2019-08-07,None of the configured SessionInitiators handled the request.
2019-08-08,None of the configured SessionInitiators handled the request.
2019-08-08,None of the configured SessionInitiators handled the request.
2019-08-08,SAML response reported an IdP error.
2019-08-09,None of the configured SessionInitiators handled the request.
2019-08-09,None of the configured SessionInitiators handled the request.
2019-08-10,Invalid HTTP method (GET).
2019-08-11,SAML response reported an IdP error.
2019-08-11,SAML response reported an IdP error.
2019-08-13,None of the configured SessionInitiators handled the request.
2019-08-13,None of the configured SessionInitiators handled the request.
2019-08-13,None of the configured SessionInitiators handled the request.
2019-08-13,None of the configured SessionInitiators handled the request.
2019-08-15,Invalid HTTP method (GET).
2019-08-15,Invalid HTTP method (GET).
2019-08-15,Invalid HTTP method (GET).
2019-08-15,SAML response reported an IdP error.
2019-08-15,SAML response reported an IdP error.
2019-08-16,None of the configured SessionInitiators handled the request.
2019-08-16,None of the configured SessionInitiators handled the request.
2019-08-16,None of the configured SessionInitiators handled the request.
2019-08-16,None of the configured SessionInitiators handled the request.
2019-08-16,None of the configured SessionInitiators handled the request.
2019-08-19,"Cannot connect to shibd process, a site administrator should be notified that this web server has malfunctioned."
2019-08-19,None of the configured SessionInitiators handled the request.
2019-08-19,None of the configured SessionInitiators handled the request.
2019-08-19,None of the configured SessionInitiators handled the request.
2019-08-19,None of the configured SessionInitiators handled the request.
2019-08-20,"Cannot connect to shibd process, a site administrator should be notified that this web server has malfunctioned."
2019-08-20,Invalid HTTP method (GET).
2019-08-20,None of the configured SessionInitiators handled the request.
2019-08-20,None of the configured SessionInitiators handled the request.
2019-08-20,None of the configured SessionInitiators handled the request.
2019-08-20,None of the configured SessionInitiators handled the request.
2019-08-21,SAML response reported an IdP error.
2019-08-21,SAML response reported an IdP error.
2019-08-21,SAML response reported an IdP error.
2019-08-23,Invalid HTTP method (GET).
2019-08-23,Invalid HTTP method (GET).
2019-08-23,Invalid HTTP method (GET).
2019-08-23,Invalid HTTP method (GET).
2019-08-23,None of the configured SessionInitiators handled the request.
2019-08-23,None of the configured SessionInitiators handled the request.
2019-08-24,None of the configured SessionInitiators handled the request.
2019-08-24,None of the configured SessionInitiators handled the request.
2019-08-24,None of the configured SessionInitiators handled the request.
2019-08-24,None of the configured SessionInitiators handled the request.
2019-08-27,Invalid HTTP method (GET).
2019-08-27,Invalid HTTP method (GET).
2019-08-27,Invalid HTTP method (GET).
2019-08-27,None of the configured SessionInitiators handled the request.
2019-08-27,None of the configured SessionInitiators handled the request.
2019-08-27,None of the configured SessionInitiators handled the request.
2019-08-27,None of the configured SessionInitiators handled the request.
2019-08-29,Invalid HTTP method (GET).
2019-08-29,Invalid HTTP method (GET).
2019-08-29,Invalid HTTP method (GET).
2019-08-29,Invalid HTTP method (GET).
2019-08-29,Invalid HTTP method (GET).
2019-08-29,Invalid HTTP method (GET).
2019-08-29,None of the configured SessionInitiators handled the request.
2019-08-29,None of the configured SessionInitiators handled the request.
2019-08-29,None of the configured SessionInitiators handled the request.
2019-08-29,None of the configured SessionInitiators handled the request.
2019-08-30,Invalid HTTP method (GET).
2019-08-30,Invalid HTTP method (GET).
2019-08-30,Invalid HTTP method (GET).
2019-08-30,Invalid HTTP method (GET).
2019-08-30,Invalid HTTP method (GET).
2019-08-30,None of the configured SessionInitiators handled the request.
2019-08-30,None of the configured SessionInitiators handled the request.
2019-08-30,SAML response reported an IdP error.
2019-08-31,Invalid HTTP method (GET).
2019-08-31,Invalid HTTP method (GET).
2019-09-02,Invalid HTTP method (GET).
2019-09-02,None of the configured SessionInitiators handled the request.
2019-09-05,Invalid HTTP method (GET).
2019-09-05,None of the configured SessionInitiators handled the request.
2019-09-05,None of the configured SessionInitiators handled the request.
2019-09-06,None of the configured SessionInitiators handled the request.
2019-09-06,None of the configured SessionInitiators handled the request.
2019-09-09,SAML response reported an IdP error.
2019-09-11,"Message expired, was issued too long ago."
2019-09-12,Invalid HTTP method (GET).
2019-09-12,None of the configured SessionInitiators handled the request.
2019-09-13,Invalid HTTP method (GET).
2019-09-13,None of the configured SessionInitiators handled the request.
2019-09-13,Rejecting replayed message ID.
2019-09-13,SAML response reported an IdP error.
2019-09-13,SAML response reported an IdP error.
2019-09-13,SAML response reported an IdP error.
2019-09-13,SAML response reported an IdP error.
2019-09-13,SAML response reported an IdP error.
2019-09-13,SAML response reported an IdP error.
2019-09-13,SAML response reported an IdP error.
2019-09-13,SAML response reported an IdP error.
2019-09-13,SAML response reported an IdP error.
2019-09-13,SAML response reported an IdP error.
2019-09-13,SAML response reported an IdP error.
2019-09-15,Invalid HTTP method (GET).
2019-09-15,None of the configured SessionInitiators handled the request.
2019-09-16,Invalid HTTP method (GET).
2019-09-16,Invalid HTTP method (GET).
2019-09-16,Invalid HTTP method (GET).
2019-09-16,Invalid HTTP method (GET).
2019-09-16,Invalid HTTP method (GET).
2019-09-16,None of the configured SessionInitiators handled the request.
2019-09-16,None of the configured SessionInitiators handled the request.
2019-09-17,Invalid HTTP method (GET).
2019-09-17,Invalid HTTP method (GET).
2019-09-17,Invalid HTTP method (GET).
2019-09-17,Invalid HTTP method (GET).
2019-09-17,None of the configured SessionInitiators handled the request.
2019-09-17,None of the configured SessionInitiators handled the request.
2019-09-17,Shibboleth handler invoked at an unconfigured location.
2019-09-17,Unable to establish security of incoming assertion.
2019-09-17,Unable to establish security of incoming assertion.
2019-09-17,Unable to establish security of incoming assertion.
2019-09-17,Unable to establish security of incoming assertion.
2019-09-17,Unable to establish security of incoming assertion.
2019-09-17,Unable to establish security of incoming assertion.
2019-09-18,Invalid HTTP method (GET).
2019-09-18,Invalid HTTP method (GET).
2019-09-18,Invalid HTTP method (GET).
2019-09-18,SAML response reported an IdP error.
2019-09-18,SAML response reported an IdP error.
2019-09-18,SAML response reported an IdP error.
2019-09-19,None of the configured SessionInitiators handled the request.
2019-09-19,None of the configured SessionInitiators handled the request.
2019-09-19,Rejecting replayed message ID.
2019-09-20,None of the configured SessionInitiators handled the request.
2019-09-20,None of the configured SessionInitiators handled the request.
2019-09-21,None of the configured SessionInitiators handled the request.
2019-09-21,None of the configured SessionInitiators handled the request.
2019-09-21,None of the configured SessionInitiators handled the request.
2019-09-21,None of the configured SessionInitiators handled the request.
2019-09-22,Invalid HTTP method (GET).
2019-09-22,Invalid HTTP method (GET).
2019-09-22,None of the configured SessionInitiators handled the request.
2019-09-22,None of the configured SessionInitiators handled the request.
2019-09-22,None of the configured SessionInitiators handled the request.
2019-09-22,None of the configured SessionInitiators handled the request.
2019-09-23,Invalid HTTP method (GET).
2019-09-23,Invalid HTTP method (GET).
2019-09-23,None of the configured SessionInitiators handled the request.
2019-09-23,None of the configured SessionInitiators handled the request.
2019-09-23,None of the configured SessionInitiators handled the request.
2019-09-23,None of the configured SessionInitiators handled the request.
2019-09-23,None of the configured SessionInitiators handled the request.
2019-09-24,Invalid HTTP method (GET).
2019-09-24,Invalid HTTP method (GET).
2019-09-24,Invalid HTTP method (GET).
2019-09-24,None of the configured SessionInitiators handled the request.
2019-09-24,None of the configured SessionInitiators handled the request.
2019-09-25,None of the configured SessionInitiators handled the request.
2019-09-25,None of the configured SessionInitiators handled the request.
2019-09-26,Invalid HTTP method (GET).
2019-09-26,Invalid HTTP method (GET).
2019-09-26,None of the configured SessionInitiators handled the request.
2019-09-26,None of the configured SessionInitiators handled the request.
2019-09-26,None of the configured SessionInitiators handled the request.
2019-09-26,None of the configured SessionInitiators handled the request.
2019-09-26,SAML response reported an IdP error.
2019-09-27,Invalid HTTP method (GET).
2019-09-27,Invalid HTTP method (GET).
2019-09-27,Invalid HTTP method (GET).
2019-09-27,None of the configured SessionInitiators handled the request.
2019-09-27,None of the configured SessionInitiators handled the request.
2019-09-27,None of the configured SessionInitiators handled the request.
2019-09-27,None of the configured SessionInitiators handled the request.
2019-09-28,Invalid HTTP method (GET).
2019-09-28,None of the configured SessionInitiators handled the request.
2019-09-28,None of the configured SessionInitiators handled the request.
2019-09-28,None of the configured SessionInitiators handled the request.
2019-09-29,None of the configured SessionInitiators handled the request.
2019-10-01,Invalid HTTP method (GET).
2019-10-02,Invalid HTTP method (GET).
2019-10-02,None of the configured SessionInitiators handled the request.
2019-10-02,None of the configured SessionInitiators handled the request.
2019-10-02,None of the configured SessionInitiators handled the request.
2019-10-02,None of the configured SessionInitiators handled the request.
2019-10-02,None of the configured SessionInitiators handled the request.
2019-10-03,Invalid HTTP method (GET).
2019-10-03,SAML response reported an IdP error.
2019-10-04,Invalid HTTP method (GET).
2019-10-04,None of the configured SessionInitiators handled the request.
2019-10-04,None of the configured SessionInitiators handled the request.
2019-10-04,None of the configured SessionInitiators handled the request.
2019-10-05,None of the configured SessionInitiators handled the request.
2019-10-07,Rejecting replayed message ID.
2019-10-07,SAML response reported an IdP error.
2019-10-07,SAML response reported an IdP error.
2019-10-08,Invalid HTTP method (GET).
2019-10-08,Invalid HTTP method (GET).
2019-10-08,None of the configured SessionInitiators handled the request.
2019-10-08,SAML response reported an IdP error.
2019-10-08,SAML response reported an IdP error.
2019-10-10,Invalid HTTP method (GET).
2019-10-11,Invalid HTTP method (GET).
2019-10-11,Invalid HTTP method (GET).
2019-10-11,Invalid HTTP method (GET).
2019-10-11,Invalid HTTP method (GET).
2019-10-11,Invalid HTTP method (GET).
2019-10-11,Invalid HTTP method (GET).
2019-10-11,None of the configured SessionInitiators handled the request.
2019-10-11,None of the configured SessionInitiators handled the request.
2019-10-11,None of the configured SessionInitiators handled the request.
2019-10-11,None of the configured SessionInitiators handled the request.
2019-10-11,Request missing SAMLRequest or SAMLResponse form parameter.
2019-10-11,Request missing SAMLRequest or SAMLResponse form parameter.
2019-10-11,Shibboleth handler invoked at an unconfigured location.
2019-10-11,Shibboleth handler invoked at an unconfigured location.
2019-10-12,None of the configured SessionInitiators handled the request.
2019-10-12,None of the configured SessionInitiators handled the request.
2019-10-12,None of the configured SessionInitiators handled the request.
2019-10-12,None of the configured SessionInitiators handled the request.
2019-10-14,None of the configured SessionInitiators handled the request.
2019-10-14,None of the configured SessionInitiators handled the request.
2019-10-14,None of the configured SessionInitiators handled the request.
2019-10-14,None of the configured SessionInitiators handled the request.
2019-10-14,None of the configured SessionInitiators handled the request.
2019-10-14,SAML response reported an IdP error.
2019-10-14,SAML response reported an IdP error.
2019-10-14,SAML response reported an IdP error.
2019-10-14,SAML response reported an IdP error.
2019-10-14,SAML response reported an IdP error.
2019-10-16,Invalid HTTP method (GET).
2019-10-16,Invalid HTTP method (GET).
2019-10-16,Invalid HTTP method (GET).
2019-10-16,Invalid HTTP method (GET).
2019-10-16,Invalid HTTP method (GET).
2019-10-16,Invalid HTTP method (GET).
2019-10-16,None of the configured SessionInitiators handled the request.
2019-10-16,None of the configured SessionInitiators handled the request.
2019-10-16,None of the configured SessionInitiators handled the request.
2019-10-16,None of the configured SessionInitiators handled the request.
2019-10-17,Invalid HTTP method (GET).
2019-10-17,Invalid HTTP method (GET).
2019-10-17,None of the configured SessionInitiators handled the request.
2019-10-17,None of the configured SessionInitiators handled the request.
2019-10-17,None of the configured SessionInitiators handled the request.
2019-10-18,Invalid HTTP method (GET).
2019-10-18,None of the configured SessionInitiators handled the request.
2019-10-19,Invalid content type for PAOS message.
2019-10-19,Invalid content type for PAOS message.
2019-10-19,Invalid content type for PAOS message.
2019-10-19,Invalid content type for PAOS message.
2019-10-19,Unable to establish security of incoming assertion.
2019-10-20,Invalid HTTP method (GET).
2019-10-20,None of the configured SessionInitiators handled the request.
2019-10-21,Rejecting replayed message ID.
2019-10-21,Rejecting replayed message ID.
2019-10-22,Invalid HTTP method (GET).
2019-10-22,Invalid HTTP method (GET).
2019-10-22,Invalid HTTP method (GET).
2019-10-22,Invalid HTTP method (GET).
2019-10-22,Invalid HTTP method (GET).
2019-10-22,None of the configured SessionInitiators handled the request.
2019-10-22,None of the configured SessionInitiators handled the request.
2019-10-22,None of the configured SessionInitiators handled the request.
2019-10-22,None of the configured SessionInitiators handled the request.
2019-10-22,None of the configured SessionInitiators handled the request.
2019-10-23,Rejecting replayed message ID.
2019-10-23,Rejecting replayed message ID.
2019-10-23,Rejecting replayed message ID.
2019-10-24,Invalid HTTP method (GET).
2019-10-24,Invalid HTTP method (GET).
2019-10-24,Invalid HTTP method (GET).
2019-10-24,Invalid HTTP method (GET).
2019-10-25,Invalid HTTP method (GET).
2019-10-25,None of the configured SessionInitiators handled the request.
2019-10-25,None of the configured SessionInitiators handled the request.
2019-10-25,None of the configured SessionInitiators handled the request.
2019-10-25,None of the configured SessionInitiators handled the request.
2019-10-27,Invalid HTTP method (GET).
2019-10-27,None of the configured SessionInitiators handled the request.
2019-10-28,Rejecting replayed message ID.
2019-10-28,Rejecting replayed message ID.
2019-10-28,Rejecting replayed message ID.
2019-10-28,Rejecting replayed message ID.
2019-10-28,Rejecting replayed message ID.
2019-10-28,Rejecting replayed message ID.
2019-10-28,Rejecting replayed message ID.
2019-10-29,Invalid HTTP method (GET).
2019-10-29,Invalid HTTP method (GET).
2019-10-29,None of the configured SessionInitiators handled the request.
2019-10-29,None of the configured SessionInitiators handled the request.
2019-10-29,None of the configured SessionInitiators handled the request.
2019-10-29,SAML response reported an IdP error.
2019-10-29,SAML response reported an IdP error.
2019-10-30,Invalid HTTP method (GET).
2019-10-30,None of the configured SessionInitiators handled the request.
2019-10-31,Rejecting replayed message ID.
2019-10-31,SAML response reported an IdP error.
2019-10-31,SAML response reported an IdP error.
2019-10-31,SAML response reported an IdP error.
2019-10-31,SAML response reported an IdP error.
2019-11-01,Invalid HTTP method (GET).
2019-11-01,None of the configured SessionInitiators handled the request.
2019-11-01,None of the configured SessionInitiators handled the request.
2019-11-01,Rejecting replayed message ID.
2019-11-04,Attempt to spoof header (eppn) was detected.
2019-11-04,Invalid HTTP method (GET).
2019-11-04,Invalid HTTP method (GET).
2019-11-04,Invalid HTTP method (GET).
2019-11-04,Invalid HTTP method (GET).
2019-11-04,None of the configured SessionInitiators handled the request.
2019-11-04,None of the configured SessionInitiators handled the request.
2019-11-04,None of the configured SessionInitiators handled the request.
2019-11-04,None of the configured SessionInitiators handled the request.
2019-11-05,Invalid HTTP method (GET).
2019-11-05,None of the configured SessionInitiators handled the request.
2019-11-05,None of the configured SessionInitiators handled the request.
2019-11-06,None of the configured SessionInitiators handled the request.
2019-11-06,None of the configured SessionInitiators handled the request.
2019-11-07,Attempt to spoof header (eppn) was detected.
2019-11-07,Attempt to spoof header (eppn) was detected.
2019-11-07,Invalid HTTP method (GET).
2019-11-07,None of the configured SessionInitiators handled the request.
2019-11-07,None of the configured SessionInitiators handled the request.
2019-11-07,None of the configured SessionInitiators handled the request.
2019-11-07,None of the configured SessionInitiators handled the request.
2019-11-07,None of the configured SessionInitiators handled the request.
2019-11-07,None of the configured SessionInitiators handled the request.
2019-11-07,SAML response reported an IdP error.
2019-11-07,SAML response reported an IdP error.
2019-11-07,SAML response reported an IdP error.
2019-11-07,SAML response reported an IdP error.
2019-11-08,Invalid HTTP method (GET).
2019-11-08,None of the configured SessionInitiators handled the request.
2019-11-09,Invalid HTTP method (GET).
2019-11-09,None of the configured SessionInitiators handled the request.
2019-11-11,Rejecting replayed message ID.
2019-11-12,None of the configured SessionInitiators handled the request.
2019-11-14,None of the configured SessionInitiators handled the request.
2019-11-14,None of the configured SessionInitiators handled the request.
2019-11-14,None of the configured SessionInitiators handled the request.
2019-11-14,Rejecting replayed message ID.
2019-11-15,Invalid HTTP method (GET).
2019-11-15,Invalid HTTP method (GET).
2019-11-15,None of the configured SessionInitiators handled the request.
2019-11-15,Rejecting replayed message ID.
2019-11-15,SAML response reported an IdP error.
2019-11-18,None of the configured SessionInitiators handled the request.
2019-11-18,None of the configured SessionInitiators handled the request.
2019-11-18,None of the configured SessionInitiators handled the request.
2019-11-18,None of the configured SessionInitiators handled the request.
2019-11-19,Invalid HTTP method (GET).
2019-11-19,None of the configured SessionInitiators handled the request.
2019-11-19,SAML response reported an IdP error.
2019-11-19,SAML response reported an IdP error.
2019-11-20,None of the configured SessionInitiators handled the request.
2019-11-20,Shibboleth handler invoked at an unconfigured location.
2019-11-21,None of the configured SessionInitiators handled the request.
2019-11-21,None of the configured SessionInitiators handled the request.
2019-11-21,None of the configured SessionInitiators handled the request.
2019-11-22,None of the configured SessionInitiators handled the request.
2019-11-22,Rejecting replayed message ID.
2019-11-25,Invalid HTTP method (GET).
2019-11-25,Invalid HTTP method (GET).
2019-11-25,Invalid HTTP method (GET).
2019-11-25,Invalid HTTP method (GET).
2019-11-25,Invalid HTTP method (GET).
2019-11-25,SAML response reported an IdP error.
2019-11-25,SAML response reported an IdP error.
2019-11-25,SAML response reported an IdP error.
2019-11-25,SAML response reported an IdP error.
2019-11-25,SAML response reported an IdP error.
2019-11-26,None of the configured SessionInitiators handled the request.
2019-11-26,None of the configured SessionInitiators handled the request.
2019-11-27,None of the configured SessionInitiators handled the request.
2019-11-27,None of the configured SessionInitiators handled the request.
2019-11-28,Invalid HTTP method (GET).
2019-11-28,None of the configured SessionInitiators handled the request.
2019-11-29,SAML response reported an IdP error.
2019-11-30,Invalid HTTP method (GET).
2019-11-30,Invalid HTTP method (GET).
2019-11-30,Invalid HTTP method (GET).
2019-11-30,Invalid HTTP method (GET).
2019-11-30,None of the configured SessionInitiators handled the request.
2019-11-30,None of the configured SessionInitiators handled the request.
2019-11-30,None of the configured SessionInitiators handled the request.
2019-11-30,None of the configured SessionInitiators handled the request.
2019-12-01,Invalid HTTP method (GET).
2019-12-01,None of the configured SessionInitiators handled the request.
2019-12-01,None of the configured SessionInitiators handled the request.
2019-12-01,None of the configured SessionInitiators handled the request.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Rejecting replayed message ID.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-02,Unable to establish security of incoming assertion.
2019-12-04,Rejecting replayed message ID.
2019-12-04,SAML response reported an IdP error.
2019-12-04,SAML response reported an IdP error.
2019-12-05,Rejecting replayed message ID.
2019-12-05,Rejecting replayed message ID.
2019-12-05,Rejecting replayed message ID.
2019-12-05,Rejecting replayed message ID.
2019-12-05,Rejecting replayed message ID.
2019-12-05,SAML response reported an IdP error.
2019-12-05,SAML response reported an IdP error.
2019-12-05,SAML response reported an IdP error.
2019-12-07,None of the configured SessionInitiators handled the request.
2019-12-07,None of the configured SessionInitiators handled the request.
2019-12-08,Invalid HTTP method (GET).
2019-12-08,Invalid HTTP method (GET).
2019-12-09,Invalid HTTP method (GET).
2019-12-09,None of the configured SessionInitiators handled the request.
2019-12-10,Invalid HTTP method (GET).
2019-12-11,None of the configured SessionInitiators handled the request.
2019-12-11,None of the configured SessionInitiators handled the request.
2019-12-11,None of the configured SessionInitiators handled the request.
2019-12-11,None of the configured SessionInitiators handled the request.
2019-12-11,None of the configured SessionInitiators handled the request.
2019-12-12,None of the configured SessionInitiators handled the request.
2019-12-13,None of the configured SessionInitiators handled the request.
2019-12-15,None of the configured SessionInitiators handled the request.
2019-12-15,None of the configured SessionInitiators handled the request.
2019-12-15,None of the configured SessionInitiators handled the request.
2019-12-15,None of the configured SessionInitiators handled the request.
2019-12-16,Invalid HTTP method (GET).
2019-12-16,Invalid HTTP method (GET).
2019-12-16,None of the configured SessionInitiators handled the request.
2019-12-16,None of the configured SessionInitiators handled the request.
2019-12-16,None of the configured SessionInitiators handled the request.
2019-12-17,Invalid HTTP method (GET).
2019-12-17,Invalid HTTP method (GET).
2019-12-17,None of the configured SessionInitiators handled the request.
2019-12-17,None of the configured SessionInitiators handled the request.
2019-12-18,None of the configured SessionInitiators handled the request.
2019-12-19,Invalid HTTP method (GET).
2019-12-19,Invalid HTTP method (GET).
2019-12-19,Invalid HTTP method (GET).
2019-12-19,Invalid HTTP method (GET).
2019-12-19,Invalid HTTP method (GET).
2019-12-19,None of the configured SessionInitiators handled the request.
2019-12-19,None of the configured SessionInitiators handled the request.
2019-12-20,Rejecting replayed message ID.
2019-12-20,Rejecting replayed message ID.
2019-12-20,Rejecting replayed message ID.
2019-12-26,Invalid HTTP method (GET).
2019-12-26,Invalid HTTP method (GET).
2019-12-26,Invalid HTTP method (GET).
2019-12-26,None of the configured SessionInitiators handled the request.
2019-12-26,None of the configured SessionInitiators handled the request.
2019-12-26,None of the configured SessionInitiators handled the request.
2019-12-27,Invalid HTTP method (GET).
2019-12-27,Invalid HTTP method (GET).
2019-12-27,None of the configured SessionInitiators handled the request.
2019-12-27,None of the configured SessionInitiators handled the request.
2019-12-27,None of the configured SessionInitiators handled the request.
2019-12-27,None of the configured SessionInitiators handled the request.
2019-12-29,Invalid HTTP method (GET).
2019-12-29,None of the configured SessionInitiators handled the request.
2019-12-30,Invalid HTTP method (GET).
2019-12-30,None of the configured SessionInitiators handled the request.
2019-12-30,None of the configured SessionInitiators handled the request.
2019-12-30,None of the configured SessionInitiators handled the request.
2019-12-30,None of the configured SessionInitiators handled the request.
2019-12-30,None of the configured SessionInitiators handled the request.
2019-12-30,None of the configured SessionInitiators handled the request.
2020-01-03,Invalid HTTP method (GET).
2020-01-03,None of the configured SessionInitiators handled the request.
2020-01-03,Rejecting replayed message ID.
2020-01-05,Invalid HTTP method (GET).
2020-01-05,None of the configured SessionInitiators handled the request.
2020-01-05,None of the configured SessionInitiators handled the request.
2020-01-05,None of the configured SessionInitiators handled the request.
2020-01-06,Invalid HTTP method (GET).
2020-01-06,None of the configured SessionInitiators handled the request.
2020-01-09,Invalid HTTP method (GET).
